headword,pos,topic,confidence,rawTopic
southwest,noun,travel,0.810,travel
souvenir,noun,travel,1.000,travel
soybean,noun,food,0.880,food
spa,noun,health,0.680,health
space,noun,general,0.520,general
spaceship,noun,science,0.540,science
spacious,adjective,general,0.710,general
spaghetti,noun,food,1.000,food
span,verb,general,0.970,general
spare,adjective,general,0.900,general
spare,verb,general,0.950,general
sparerib,noun,food,1.000,food
spark,noun,science,0.640,science
sparkle,noun,body,0.530,body
sparkling,adjective,general,0.710,general
sparrow,noun,animals,1.000,animals
spartan,adjective,feelings,0.670,feelings
spatial,adjective,general,0.690,general
spatially,adverb,general,0.960,general
speak,verb,communication,1.000,communication
speaker,noun,communication,0.940,communication
special,adjective,general,1.000,general
specialist,noun,work,0.980,work
specialize/specialise,verb,work,0.850,work
specially,adverb,general,1.000,general
specialty,noun,work,0.860,work
species,noun,general,0.460,science
specific,adjective,general,0.990,general
specifically,adverb,general,0.970,general
specification,noun,general,0.440,technology
specify,verb,communication,0.750,communication
specimen,noun,science,0.890,science
spectacle,noun,entertainment,0.700,entertainment
spectacular,adjective,general,0.930,general
spectator,noun,sports,0.870,sports
speculate,verb,general,0.510,general
speculation,noun,business,0.640,business
speculative,adjective,general,0.580,general
speech,noun,communication,1.000,communication
speed,noun,general,0.480,general
speed,verb,general,0.580,general
speeder,noun,travel,0.550,travel
spell,noun,communication,0.580,communication
spell,verb,communication,0.650,communication
spellbound,adjective,feelings,0.990,feelings
spelling,noun,communication,0.540,communication
spend,verb,business,0.760,business
sphere,noun,science,0.660,science
spice,noun,food,1.000,food
spicy,adjective,food,1.000,food
spider,noun,animals,1.000,animals
spill,verb,general,0.530,general
spin,verb,general,0.430,body
spinach,noun,food,1.000,food
spiral,adjective,general,0.910,general
spire,noun,city,0.990,city
spirit,noun,feelings,0.610,feelings
spiritual,adjective,arts,0.760,arts
spite,noun,feelings,1.000,feelings
splash,noun,nature,0.600,nature
splash,verb,general,0.490,body
splatter,noun,general,0.250,arts
splatter,verb,general,0.390,body
splinter,verb,general,0.260,nature
split,adjective,general,0.690,general
split,noun,general,0.560,general
split,verb,general,0.940,general
spoil,verb,general,0.710,general
spokesman,noun,society,0.560,society
spokeswoman,noun,general,0.390,society
sponge,noun,home,0.980,home
sponsor,noun,business,0.970,business
sponsor,verb,business,0.990,business
sponsorship,noun,business,0.980,business
spontaneity,noun,feelings,0.980,feelings
spontaneous,adjective,general,0.720,general
spontaneously,adverb,general,0.990,general
spoon,noun,food,0.910,food
sport,noun,sports,1.000,sports
sports,adjective,sports,0.860,sports
sports center/sports centre,noun,sports,0.850,sports
sportsmanship,noun,sports,0.850,sports
spot,noun,general,0.420,city
spot,verb,general,0.740,general
sprawl,noun,city,0.870,city
sprawl,verb,body,0.860,body
spray,noun,general,0.420,home
spray,verb,general,0.470,general
spread,noun,food,0.980,food
spread,verb,general,0.800,general
spreadsheet,noun,technology,0.940,technology
spring,noun,nature,0.860,nature
sprint,noun,sports,0.950,sports
sprout,noun,animals,0.630,animals
sprout,verb,general,0.440,nature
spur,noun,general,0.420,sports
spurious,adjective,general,0.890,general
spuriously,adverb,general,0.780,general
spy,noun,society,0.910,society
squad,noun,sports,0.580,sports
squander,verb,business,0.620,business
square,adjective,general,0.800,general
square,noun,city,0.840,city
squash,noun,food,0.930,food
squash,verb,general,0.380,body
squeeze,verb,body,0.760,body
squint,verb,body,1.000,body
squirm,verb,body,0.920,body
squirmy,adjective,body,0.520,body
stab,verb,general,0.480,body
stability,noun,general,0.590,general
stabilize/stabilise,verb,general,0.950,general
stable,adjective,general,0.950,general
staccato,adjective,general,0.300,entertainment
staccato,adverb,general,0.390,communication
stack,noun,general,0.640,general
stadium,noun,sports,0.940,sports
staff,noun,work,1.000,work
stage,noun,arts,0.730,arts
stagger,noun,body,0.700,body
stagger,verb,body,0.930,body
staggering,adjective,general,0.910,general
stain,noun,home,0.810,home
stain,verb,home,0.530,home
stair,noun,home,0.870,home
stake,noun,business,0.600,business
stall,noun,shopping,0.590,shopping
stamina,noun,general,0.480,sports
stammer,verb,communication,0.990,communication
stamp,noun,communication,0.870,communication
stamp,verb,body,0.610,body
stand,noun,general,0.360,general
stand,verb,body,0.800,body
standard,adjective,general,1.000,general
standard,noun,general,0.880,general
standby,adjective,general,0.700,general
standing,noun,general,0.360,society
standstill,noun,general,0.680,general
stanza,noun,arts,0.950,arts
staple,noun,general,0.400,food
star,noun,science,0.610,science
star,verb,entertainment,0.610,entertainment
stare,verb,body,0.920,body
start,noun,general,0.980,general
start,verb,general,1.000,general
startle,verb,feelings,0.860,feelings
startling,adjective,feelings,0.600,feelings
startlingly,adverb,general,0.970,general
starvation,noun,food,0.570,food
starve,verb,food,0.950,food
starving,adjective,food,0.890,food
state,adjective,general,0.360,feelings
state,noun,society,0.740,society
state,verb,communication,0.960,communication
stately,adjective,general,0.680,general
statement,noun,communication,0.990,communication
statesman,noun,society,1.000,society
statewide,adverb,general,0.470,general
station,noun,travel,0.860,travel
statistics,noun,science,0.960,science
statue,noun,arts,0.990,arts
status,noun,society,0.770,society
stay,noun,travel,0.830,travel
stay,verb,general,0.870,general
steadily,adverb,general,1.000,general
steady,adjective,general,0.910,general
steak,noun,food,1.000,food
steal,verb,society,0.920,society
steam,noun,nature,0.510,nature
steel,noun,general,0.340,nature
steely,adjective,feelings,0.990,feelings
steep,adjective,nature,0.750,nature
steer,verb,travel,0.660,travel
steering wheel,noun,travel,1.000,travel
stem,verb,general,0.400,general
step,noun,body,0.580,body
step,verb,body,0.780,body
stepfather,noun,family,1.000,family
stepmother,noun,family,1.000,family
stereotype,noun,society,0.900,society
sterility,noun,health,0.800,health
stern,adjective,feelings,0.950,feelings
stew,noun,food,1.000,food
stick,noun,general,0.480,nature
stick,verb,general,0.760,general
sticker,noun,general,0.210,education
sticky,adjective,general,0.920,general
stiff,adjective,general,0.490,general
stiffen,verb,body,0.730,body
still,adjective,general,0.990,general
still,adverb,general,1.000,general
stimulant,noun,health,0.970,health
stimulate,verb,general,0.920,general
stimulation,noun,general,0.310,general
stimuli,noun,science,0.880,science
stingy,adjective,feelings,0.940,feelings
stink,verb,body,0.890,body
stipulate,verb,society,0.600,society
stipulation,noun,society,0.850,society
stir,verb,food,0.760,food
stitch,noun,shopping,0.500,shopping
stock,noun,business,0.780,business
stock,verb,business,0.780,business
stock market,noun,business,1.000,business
stockpile,noun,business,0.760,business
stoicism,noun,feelings,0.860,feelings
stoke,verb,general,0.420,home
stomach,noun,body,1.000,body
stomachache,noun,health,1.000,health
stone,noun,nature,0.970,nature
stonework,noun,city,0.810,city
stool,noun,home,1.000,home
stop,noun,travel,0.670,travel
stop,verb,general,0.970,general
stopover,noun,travel,1.000,travel
stopwatch,noun,general,0.470,sports
storage,noun,home,0.800,home
store,noun,shopping,0.970,shopping
store,verb,general,0.430,general
storm,noun,nature,1.000,nature
stormy,adjective,nature,0.970,nature
story,noun,arts,0.500,arts
storyteller,noun,arts,0.700,arts
stove,noun,general,0.480,home
straight,adjective,general,0.960,general
straight,adverb,general,0.990,general
straighten,verb,general,0.490,body
straightforward,adjective,general,0.800,general
strain,noun,general,0.380,body
strain,verb,body,0.690,body
strait,noun,nature,0.920,nature
strand,noun,nature,0.940,nature
strange,adjective,general,0.990,general
strangely,adverb,general,1.000,general
stranger,noun,family,0.750,family
strangle,verb,body,0.710,body
strap,noun,shopping,0.900,shopping
strap,verb,general,0.320,general
strapping,adjective,body,0.980,body
strategic,adjective,general,0.690,general
strategy,noun,general,0.580,general
stratosphere,noun,science,0.550,science
straw,noun,food,0.740,food
strawberry,noun,food,1.000,food
stray,adjective,general,0.710,general
stray,noun,animals,0.910,animals
stray,verb,general,0.390,general
stream,noun,nature,1.000,nature
stream,verb,general,0.330,communication
street,noun,city,1.000,city
strength,noun,body,0.530,body
strengthen,verb,general,0.870,general
stress,noun,feelings,0.740,feelings
stress,verb,communication,0.630,communication
stressed,adjective,feelings,0.970,feelings
stressful,adjective,feelings,0.820,feelings
stressfully,adverb,feelings,0.680,feelings
stretch,verb,body,0.910,body
stretching,noun,sports,0.520,sports
stricken,adjective,health,0.820,health
strict,adjective,general,0.490,general
strictly,adverb,general,1.000,general
stride,verb,body,0.940,body
strike,noun,work,0.850,work
strike,verb,general,0.370,work
striking,adjective,general,0.870,general
string,noun,general,0.560,general
stringent,adjective,general,0.650,general
stringently,adverb,general,0.970,general
strip,noun,general,0.520,general
strip,verb,body,0.660,body
stripe,noun,shopping,0.570,shopping
strive,verb,general,0.670,general
stroke,noun,general,0.390,health
stroke,verb,body,0.880,body
strong,adjective,general,0.820,general
strongly,adverb,general,0.990,general
structural,adjective,general,0.880,general
structurally,adverb,general,0.950,general
structure,noun,general,0.400,city
struggle,noun,general,0.670,general
struggle,verb,general,0.840,general
stubborn,adjective,feelings,0.990,feelings
stubbornly,adverb,feelings,0.500,feelings
stuck,adjective,general,0.970,general
student,noun,education,1.000,education
studio,noun,entertainment,0.550,entertainment
study,noun,education,0.970,education
study,verb,education,1.000,education
stuff,noun,general,0.850,general
stuff,verb,general,0.930,general
stuffed,adjective,food,0.620,food
stuffily,adverb,feelings,0.820,feelings
stuffiness,noun,general,0.350,feelings
stuffy,adjective,general,0.380,general
stultify,verb,general,0.720,general
stultifyingly,adverb,general,0.890,general
stumble,verb,body,0.920,body
stun,verb,feelings,0.650,feelings
stunning,adjective,body,0.590,body
stupid,adjective,feelings,0.800,feelings
style,noun,general,0.330,shopping
stylish,adjective,shopping,0.880,shopping
stylist,noun,work,0.650,work
stylistic,adjective,communication,0.800,communication
stylistically,adverb,communication,0.680,communication
subconscious,adjective,feelings,0.810,feelings
subcontinent,noun,city,0.950,city
subculture,noun,society,0.850,society
subdivision,noun,city,0.900,city
subject,noun,education,0.980,education
subjunctive,noun,communication,0.990,communication
submarine,noun,travel,0.890,travel
submit,verb,general,0.460,general
subordinate,noun,work,0.970,work
subplot,noun,arts,0.850,arts
subside,verb,nature,0.550,nature
subsidize,verb,business,0.810,business
subsidy,noun,business,0.780,business
subsist,verb,food,0.740,food
subsistence,noun,food,0.640,food
substance,noun,general,0.470,general
substantial,adjective,general,1.000,general
substantially,adverb,general,1.000,general
substantiate,verb,communication,0.860,communication
substitute,noun,general,0.700,general
substitute,verb,general,0.940,general
subtitle,noun,communication,0.660,communication
subtle,adjective,general,0.950,general
subtly,adverb,general,0.990,general
subtract,verb,science,0.650,science
suburb,noun,city,1.000,city
suburban,adjective,city,0.990,city
suburbia,noun,city,0.940,city
subway,noun,travel,0.950,travel
succeed,verb,general,0.870,general
success,noun,general,0.540,general
successful,adjective,general,0.870,general
successfully,adverb,general,1.000,general
succession,noun,society,0.770,society
successive,adjective,general,1.000,general
succulent,adjective,general,0.370,food
succulent,noun,animals,0.810,animals
succulently,adverb,food,0.950,food
succumb,verb,health,0.520,health
such,determiner,general,1.000,general
such,pronoun,general,1.000,general
suck,verb,body,0.840,body
sudden,adjective,general,1.000,general
suddenly,adverb,general,1.000,general
suds,noun,home,0.970,home
sue,verb,society,1.000,society
suffer,verb,general,0.420,health
suffering,noun,feelings,0.860,feelings
suffice,verb,general,0.990,general
sufficient,adjective,general,1.000,general
sufficiently,adverb,general,1.000,general
suffix,noun,communication,0.990,communication
suffuse,verb,general,0.420,general
sugar,noun,food,1.000,food
suggest,verb,communication,0.790,communication
suggestion,noun,communication,0.920,communication
suicide,noun,health,0.810,health
suit,noun,shopping,0.990,shopping
suit,verb,general,0.740,general
suitable,adjective,general,1.000,general
suitably,adverb,general,1.000,general
suitcase,noun,travel,1.000,travel
suitor,noun,family,0.970,family
sulfur/sulphur,noun,science,0.960,science
sulphur,noun,science,0.940,science
sulphuric,adjective,science,0.990,science
sum,noun,general,0.460,science
summarily,adverb,general,0.840,general
summarize/summarise,verb,communication,0.630,communication
summary,noun,communication,0.830,communication
summer,noun,nature,0.550,nature
summit,noun,nature,0.910,nature
sun,noun,nature,0.980,nature
sunbathe,verb,general,0.310,body
sunbeam,noun,nature,1.000,nature
